Search language,Translation language,Search text,Translation text,Tags / Comments,Search example,Translation example,Source text,Document / URL
de,en,Momentaufnahme,snapshot,"snap-shot, snap shot, photo",<em>Momentaufnahme</em>,<em>snapshot</em>,
de,en,Umstieg,change,"migration, switchover, adoption",<em>Umstieg</em>,<em>change</em>,
de,en,Markthochlauf,market ramp-up,"market launch, market roll-out, market evolution",<em>Markthochlauf</em>,<em>market ramp-up</em>,
de,en,Durchbruch,breakthrough,"break, opening, break-through",<em>Durchbruch</em>,<em>breakthrough</em>,
de,en,anmahnen,remind,"urge, send a reminder about, ...",<em>anmahnen</em>,<em>remind</em>,
de,en,Ausstoß,emission,"output, ejection, discharge",<em>Ausstoß</em>,<em>emission</em>,
de,en,Rohstoffen,raw materials,"resources, commodities, raw material",<em>Rohstoffen</em>,<em>raw materials</em>,
de,en,Rohstoff,raw material," resource,  commodity",<em>Rohstoff</em>,<em>raw material</em>,
de,en,rätselhaft,enigmatic,"mysterious, puzzling, mystery",<em>rätselhaft</em>,<em>enigmatic</em>,
de,en,vollkommen,completely,"fully, perfectly, totally",<em>vollkommen</em>,<em>completely</em>,
de,en,Entwurf,design,"draft, designing, proposal",<em>Entwurf</em>,<em>design</em>,
de,en,warb,promoted,"campaigned, advertised, recruited",<em>warb</em>,<em>promoted</em>,
de,en,Entsorgung,disposal,"waste disposal, waste management, removal",<em>Entsorgung</em>,<em>disposal</em>,
de,en,Verbands,association,"Federation, dressing, Union",<em>Verbands</em>,<em>association</em>,
de,en,hingelegt,laid down,"nap, lying down, lay down",<em>hingelegt</em>,<em>laid down</em>,
de,en,Bedeutung,importance,"meaning, significance, relevance",<em>Bedeutung</em>,<em>importance</em>,
de,en,einigt,agrees,"reaches agreement, unites, reaches an agreement",<em>einigt</em>,<em>agrees</em>,
de,en,einigen,some," agree,  unite",<em>einigen</em>,<em>some</em>,
de,en,nachrangig,subordinated,"subordinate, secondary, subordinately",<em>nachrangig</em>,<em>subordinated</em>,
de,en,gespeichert,stored,"saved, kept, recorded",<em>gespeichert</em>,<em>stored</em>,
de,en,ergänzt,supplemented,"complemented, added, completed",<em>ergänzt</em>,<em>supplemented</em>,
de,en,gestapelt,stacked,"piled, stackable, stapled",<em>gestapelt</em>,<em>stacked</em>,
de,en,wiederum,in turn,"again, once again, then",<em>wiederum</em>,<em>in turn</em>,
de,en,Anwendungsfall,application,"use case, use-case, usecase",<em>Anwendungsfall</em>,<em>application</em>,
de,en,Absatzperspektiven,sales prospects,"outlook for sales, ...",<em>Absatzperspektiven</em>,<em>sales prospects</em>,
de,en,Kundenmeinungen,customer reviews,"customer opinions, customer feedback, customer testimonials",<em>Kundenmeinungen</em>,<em>customer reviews</em>,
de,en,verfügen,feature,"come, provide, possess",<em>verfügen</em>,<em>feature</em>,
de,en,Zusammenspiel,interaction,"interplay, combination, conjunction",<em>Zusammenspiel</em>,<em>interaction</em>,
de,en,Erprobung,testing,"test, trial, experimentation",<em>Erprobung</em>,<em>testing</em>,
de,en,gewöhnlich,usually,"normally, generally, commonly",<em>gewöhnlich</em>,<em>usually</em>,
de,en,platziert,placed,"positioned, located, placing",<em>platziert</em>,<em>placed</em>,
de,en,Kühlung,cooling,"refrigeration, chilling, cooler",<em>Kühlung</em>,<em>cooling</em>,
de,en,vermelden,report,"announce, ...",<em>vermelden</em>,<em>report</em>,
de,en,Verfügbarkeit,availability," uptime,  accessibility",<em>Verfügbarkeit</em>,<em>availability</em>,
de,en,gefeiert,celebrated," celebrating,  held",<em>gefeiert</em>,<em>celebrated</em>,
de,en,Dennoch,but,"anyway, although, despite this",<em>Dennoch</em>,<em>but</em>,
de,en,Spielwarengeschäfte,toy shops,"toy stores, toyshops, ...",<em>Spielwarengeschäfte</em>,<em>toy shops</em>,
de,en,Comeback,comeback,"revival, come-back, fightback",<em>Comeback</em>,<em>comeback</em>,
de,en,Verband,association,"bandage, federation, dressing",<em>Verband</em>,<em>association</em>,
de,en,ich würde sagen,I would say,"I'd say, I think, I say",<em>ich würde sagen</em>,<em>I would say</em>,
de,en,leichtfällt,easy for,"comes naturally, ...",<em>leichtfällt</em>,<em>easy for</em>,
de,en,eingehend,in detail," thoroughly,  in depth",<em>eingehend</em>,<em>in detail</em>,
de,en,hinsichtlich,regarding,"concerning, with respect, as to",<em>hinsichtlich</em>,<em>regarding</em>,
de,en,krisenfest,crisis-proof,"stable, crisis-resistant, ...",<em>krisenfest</em>,<em>crisis-proof</em>,
de,en,Versäumnis,failure,"omission, failing, default",<em>Versäumnis</em>,<em>failure</em>,
de,en,jetzigen,current,"present, now, existing",<em>jetzigen</em>,<em>current</em>,
de,en,überbringen,deliver,"bring, convey, transmit",<em>überbringen</em>,<em>deliver</em>,
de,en,durchschauen,see through,"understand, figure out, comprehend",<em>durchschauen</em>,<em>see through</em>,
de,en,Zeitpunkt,time,"date, moment, stage",<em>Zeitpunkt</em>,<em>time</em>,
de,en,fortfahren,continue,"proceed, go, resume",<em>fortfahren</em>,<em>continue</em>,
de,en,weiterhin,still,"furthermore, moreover, additionally",<em>weiterhin</em>,<em>still</em>,
de,en,Schlagabtausch,exchange,"exchange of blows, clash, repartee",<em>Schlagabtausch</em>,<em>exchange</em>,
de,en,geliefert,delivered,"supplied, provided, shipped",<em>geliefert</em>,<em>delivered</em>,
de,en,loben,praise,"commend, applaud, glorify",<em>loben</em>,<em>praise</em>,
de,en,Kurs,course,"price, class, track",<em>Kurs</em>,<em>course</em>,
de,en,verteidigt,defended,"defending, protected, protecting",<em>verteidigt</em>,<em>defended</em>,
de,en,Zurückhaltung,restraint,"reluctance, reserve, reticence",<em>Zurückhaltung</em>,<em>restraint</em>,
de,en,Anspruch,claim,"right, demand, standard",<em>Anspruch</em>,<em>claim</em>,
de,en,beteiligt,involved,"participated, part, participating",<em>beteiligt</em>,<em>involved</em>,
de,en,gewählter,selected,"elected, chosen, dialed",<em>gewählter</em>,<em>selected</em>,
de,en,Massenströme,mass flows,"flow streams, mass flow rates, mass fluxes",<em>Massenströme</em>,<em>mass flows</em>,
de,en,überwinden,overcome,"conquer, transcend, surmount",<em>überwinden</em>,<em>overcome</em>,
de,en,vorangetrieben,promoted,"advanced, driven forward, pursued",<em>vorangetrieben</em>,<em>promoted</em>,
de,en,Reifegrad,maturity,"level of maturity, degree of ripeness, status",<em>Reifegrad</em>,<em>maturity</em>,
de,en,Bearbeitung,processing,"editing, machining, process",<em>Bearbeitung</em>,<em>processing</em>,
de,en,Eingabe,input,"entry, typing, prompt",<em>Eingabe</em>,<em>input</em>,
de,en,Recherche,research,"search, researching, investigation",<em>Recherche</em>,<em>research</em>,
de,en,Aufwand,effort,"expense, cost, expenditure",<em>Aufwand</em>,<em>effort</em>,
de,en,Sämtliche,full,"complete, each, entire",<em>Sämtliche</em>,<em>full</em>,
de,en,wenden,contact,"please, turn, apply",<em>wenden</em>,<em>contact</em>,
de,en,angegebenen,specified,"indicated, given, provided",<em>angegebenen</em>,<em>specified</em>,
de,en,Komprimierter,compressed,"condensed, uncompressed, compacted",<em>Komprimierter</em>,<em>compressed</em>,
de,en,Vorratsspeicher,granaries,"reserve memory, reserve buffer, ...",<em>Vorratsspeicher</em>,<em>granaries</em>,
de,en,ausgestattet,equipped,"fitted, furnished, provided",<em>ausgestattet</em>,<em>equipped</em>,
de,en,beliefert,supplied,"supplying, delivered, serving",<em>beliefert</em>,<em>supplied</em>,
de,en,Verdichtung,compression,"compaction, densification, condensation",<em>Verdichtung</em>,<em>compression</em>,
de,en,Vorkühlung,pre-cooling,"precooling, pre-cool, ...",<em>Vorkühlung</em>,<em>pre-cooling</em>,
de,en,jedoch,however,"but, though, yet",<em>jedoch</em>,<em>however</em>,
de,en,verabschiedet,adopted,"passed, approved, said goodbye",<em>verabschiedet</em>,<em>adopted</em>,
de,en,Abschnitt,section,"portion, part, paragraph",<em>Abschnitt</em>,<em>section</em>,
de,en,Veränderung,change,"changing, modification, alteration",<em>Veränderung</em>,<em>change</em>,
de,en,Kommerzialisierung,commercialization,"commercialisation, commodification, commercialism",<em>Kommerzialisierung</em>,<em>commercialization</em>,
de,en,Kostentreiber,cost drivers,"cost driver, cost-drivers, cost factors",<em>Kostentreiber</em>,<em>cost drivers</em>,
de,en,Entwicklungspfade,development paths,"development pathways, developmental paths, development trajectories",<em>Entwicklungspfade</em>,<em>development paths</em>,
de,en,niederlage,defeat,"loss, losing, failure",<em>niederlage</em>,<em>defeat</em>,
de,en,befragt,asked,"interviewed, questioned, surveyed",<em>befragt</em>,<em>asked</em>,
de,en,gesperrt,locked,"blocked, closed, suspended",<em>gesperrt</em>,<em>locked</em>,
de,en,sperren,lock,"block, suspend, ban",<em>sperren</em>,<em>lock</em>,
de,en,Auszeit,break,"time out, time-out, time off",<em>Auszeit</em>,<em>break</em>,
en,de,touchless,Touchless,,<em>touchless</em>,<em>Touchless</em>,
en,de,touchless,berührungslos,"Touchless, berührungsfreier, ...",<em>touchless</em>,<em>berührungslos</em>,
en,de,chicken,Huhn,"Hühnchen, Hähnchen, Hühnerfleisch",<em>chicken</em>,<em>Huhn</em>,
de,en,donnerstag,Thursday,"Wednesday, Friday, Tuesday",<em>donnerstag</em>,<em>Thursday</em>,
de,en,Regenschirm,umbrella," Regenschirm,  parasol",<em>Regenschirm</em>,<em>umbrella</em>,
de,en,Unterscheiden,vary,"different, distinction, difference between",<em>Unterscheiden</em>,<em>vary</em>,
de,en,Unterscheiden,Vary,"different, distinction",<em>Unterscheiden</em> sich die Bedingungen für den Erhalt von weißen und grünen Spargel.,<em>Vary</em> the conditions of receiving the white and green asparagus.,
de,en,verschwunden,disappeared,"gone, vanished, missing",<em>verschwunden</em>,<em>disappeared</em>,
de,en,Hinweis,note,"indication, notice, hint",<em>Hinweis</em>,<em>note</em>,
de,en,Aufwertung,appreciation,"upgrade, upgrading, enhancement",<em>Aufwertung</em>,<em>appreciation</em>,
de,en,aufgestiegen,ascended,"risen, promoted, climbed up",<em>aufgestiegen</em>,<em>ascended</em>,
de,en,verliert,lose,"losing, lost, looses",<em>verliert</em>,<em>lose</em>,
de,en,zuletzt,last," most recently,  finally",<em>zuletzt</em>,<em>last</em>,
de,en,vorstand,board,"executive board, management board, board of directors",<em>vorstand</em>,<em>board</em>,
de,en,Organe,organs,"institutions, bodies, organ",<em>Organe</em>,<em>organs</em>,
de,en,Aufsichtsrat,supervisory board,"board of directors, board of governors, directorate",<em>Aufsichtsrat</em>,<em>supervisory board</em>,
de,en,aktien,shares,"stocks, equities, stock",<em>aktien</em>,<em>shares</em>,
de,en,Vermögen,asset,"fortune, wealth, property",<em>Vermögen</em>,<em>asset</em>,
de,en,Beteiligungen,investments,"participations, holdings, shareholdings",<em>Beteiligungen</em>,<em>investments</em>,
de,en,Satzung,statute,"articles of association, constitution, charter",<em>Satzung</em>,<em>statute</em>,
de,en,nachdenklich,thoughtful,"pensive, thought-provoking, contemplative",<em>nachdenklich</em>,<em>thoughtful</em>,
de,en,Fernverkehr,long-distance transport,"long-distance traffic, long haul, intercity",<em>Fernverkehr</em>,<em>long-distance transport</em>,
de,en,Gegenwart,present,"presence, contemporary, today",<em>Gegenwart</em>,<em>present</em>,
de,en,durchgesetzt,enforced,"prevailed, established, implemented",<em>durchgesetzt</em>,<em>enforced</em>,
de,en,beschaffen,procure,"obtain, get, source",<em>beschaffen</em>,<em>procure</em>,
de,en,verurteilt,sentenced,"condemned, convicted, doomed",<em>verurteilt</em>,<em>sentenced</em>,
de,en,gewiesen,rejected,"expelled, shown, guided",<em>gewiesen</em>,<em>rejected</em>,
de,en,begeistert,thrilled,"excited, enthusiastic, delighted",<em>begeistert</em>,<em>thrilled</em>,
de,en,gewalt,violence,"force, power, authority",<em>gewalt</em>,<em>violence</em>,
de,en,durchzusetzen,enforce,"impose, assert, implement",<em>durchzusetzen</em>,<em>enforce</em>,
de,en,geboten,offered,"commanded, provided, given",<em>geboten</em>,<em>offered</em>,
de,en,angeschaut,looked at,"viewed, watched, visited",<em>angeschaut</em>,<em>looked at</em>,
de,en,Gegenstand,object,"subject, item, article",<em>Gegenstand</em>,<em>object</em>,
de,en,eintauschen,exchange,"trade, redeem, swap",<em>eintauschen</em>,<em>exchange</em>,
de,en,üblich,usual,"common, customary, normal",<em>üblich</em>,<em>usual</em>,
de,en,anzug,suit,"wetsuit, jumpsuit, dress",<em>anzug</em>,<em>suit</em>,
de,en,aufwand,effort,"expense, cost, expenditure",<em>aufwand</em>,<em>effort</em>,
de,en,sammlung,collection,"collecting, set, gathering",<em>sammlung</em>,<em>collection</em>,
de,en,Feststellen,see,"note, identify, say",<em>Feststellen</em>,<em>see</em>,
de,en,Frist,period,"deadline, time limit, term",<em>Frist</em>,<em>period</em>,
de,en,Abstimmen,adapt,"reconcile, decide, coordination",<em>Abstimmen</em>,<em>adapt</em>,
de,en,einreichen,submit," file,  send",<em>einreichen</em>,<em>submit</em>,
de,en,absehen,refrain,"foresee, waive, see",<em>absehen</em>,<em>refrain</em>,
de,en,Neugier,curiosity,"inquisitiveness, curiousness, nosiness",<em>Neugier</em>,<em>curiosity</em>,
de,en,umgang,handling,"dealing, use, approach",<em>umgang</em>,<em>handling</em>,
de,en,gespart,saved,"saving, spared, skimped",<em>gespart</em>,<em>saved</em>,
de,en,gewalzt,rolled,"milled, rolling, hot-rolled",<em>gewalzt</em>,<em>rolled</em>,
de,en,walzen,reel,"roll, roller, cylinders",<em>walzen</em>,<em>reel</em>,
de,en,ausüben,exercise,"exert, practice, perform",<em>ausüben</em>,<em>exercise</em>,
de,en,trinkbar,drinkable,"potable, fit to drink, safe to drink",<em>trinkbar</em>,<em>drinkable</em>,
de,en,geschmeckt,tasted,"tasty, taste, enjoyed",<em>geschmeckt</em>,<em>tasted</em>,
de,en,Wiederholen,again,"repetition, repeating, repeated",<em>Wiederholen</em>,<em>again</em>,
de,en,sauber,clean,"comfortable, nice, neat",<em>sauber</em>,<em>clean</em>,
de,en,angeglichen,adjusted,"aligned, adapted, matched",<em>angeglichen</em>,<em>adjusted</em>,
de,en,angleichen,match,"adjust, align, adapt",<em>angleichen</em>,<em>match</em>,
de,en,beeindrucken,impress," amaze,  dazzle",<em>beeindrucken</em>,<em>impress</em>,
de,en,Anschauen,view,"see, review, explore",<em>Anschauen</em>,<em>view</em>,
de,en,Nachbesserung,repair,"rectification, subsequent improvement, remedy",<em>Nachbesserung</em>,<em>repair</em>,
de,en,Baustelle,construction site,"site, building site, job site",<em>Baustelle</em>,<em>construction site</em>,
de,en,nachdenken,think,"reflect, consider, ponder",<em>nachdenken</em>,<em>think</em>,
de,en,profi,professional,"pro, expert, professionals",<em>profi</em>,<em>professional</em>,
de,en,berühmt,famous,"known, renowned, famed",<em>berühmt</em>,<em>famous</em>,
de,en,geblieben,remained,"stayed, left, kept",<em>geblieben</em>,<em>remained</em>,
de,en,ausgeführt,executed,"run, running, performed",<em>ausgeführt</em>,<em>executed</em>,
de,en,umfasst,comprises,"includes, covers, comprising",<em>umfasst</em>,<em>comprises</em>,
de,en,ausgesucht,chosen,"selected, picked, select",<em>ausgesucht</em>,<em>chosen</em>,
de,en,gewissen,certain,"conscience, degree, belief",<em>gewissen</em>,<em>certain</em>,
de,en,Abenteuer,adventure,"quest, journey, adventuring",<em>Abenteuer</em>,<em>adventure</em>,
de,en,gefordert,required,"demanded, requested, called for",<em>gefordert</em>,<em>required</em>,
de,en,durchgängig,consistently,"continuously, throughout, completely",<em>durchgängig</em>,<em>consistently</em>,
de,en,vollziehen,perform,"make, take place, carry out",<em>vollziehen</em>,<em>perform</em>,
de,en,wohltun,do good,"do well, beneficence, ...",<em>wohltun</em>,<em>do good</em>,
de,en,Redner,speaker,"orator, presenter, talker",<em>Redner</em>,<em>speaker</em>,
de,en,Händen,hands,"hand, fingers, palms",<em>Händen</em>,<em>hands</em>,
de,en,ausziehen,take off,"undress, remove, pull out",<em>ausziehen</em>,<em>take off</em>,
de,en,fällig,due,"payable, required, mature",<em>fällig</em>,<em>due</em>,
de,en,verweist,refers,"points, reference, recalls",<em>verweist</em>,<em>refers</em>,
de,en,offenbar,apparently,"obviously, clearly",<em>offenbar</em>,<em>apparently</em>,
de,en,verzehnfachen,increase tenfold,"multiply, increase ten-fold, decuple",<em>verzehnfachen</em>,<em>increase tenfold</em>,
de,en,gilt,applies,"shall apply, goes, need",<em>gilt</em>,<em>applies</em>,
de,en,betroffen,affected,"concerned, hit, impacted",<em>betroffen</em>,<em>affected</em>,
de,en,Staatsbürgerschaft,citizenship,"nationality, citizen, national",<em>Staatsbürgerschaft</em>,<em>citizenship</em>,
de,en,Einwanderer,immigrant,"migrant, immigration, settlers",<em>Einwanderer</em>,<em>immigrant</em>,
de,en,schulisch,school,"educational, academically, educationally",<em>schulisch</em>,<em>school</em>,
de,en,ehrenamtlich,voluntary,"honorary, unsalaried, unpaid",<em>ehrenamtlich</em>,<em>voluntary</em>,
de,en,entfallen,account for,"eliminate, be omitted, be eliminated",<em>entfallen</em>,<em>account for</em>,
de,en,Hinnahme,acceptance,...,<em>Hinnahme</em>,<em>acceptance</em>,
de,en,Mehrstaatigkeit,multiple nationality,"multiple citizenship, ...",<em>Mehrstaatigkeit</em>,<em>multiple nationality</em>,
de,en,vollzogen,completed,"performed, carried out, taken place",<em>vollzogen</em>,<em>completed</em>,
de,en,ernsthaft,seriously,"really, severely, earnestly",<em>ernsthaft</em>,<em>seriously</em>,
de,en,Gefecht,battle,"combat, action, skirmish",<em>Gefecht</em>,<em>battle</em>,
de,en,Ausführung,execution,"version, design, run",<em>Ausführung</em>,<em>execution</em>,
de,en,gedeckelt,capped,...,<em>gedeckelt</em>,<em>capped</em>,
de,en,hielt,held,"kept, gave, thought",<em>hielt</em>,<em>held</em>,
de,en,Grundversorgung,primary care,"basic care, basic needs, primary health care",<em>Grundversorgung</em>,<em>primary care</em>,
de,en,ausfallen,fail,"fall out, skip, turn out",<em>ausfallen</em>,<em>fail</em>,
de,en,geflattert,fluttered,"flapping, fluttering, ...",<em>geflattert</em>,<em>fluttered</em>,
de,en,jüngst,recently,"newly, lately, recent",<em>jüngst</em>,<em>recently</em>,
de,en,verweisen,refer," link,  direct",<em>verweisen</em>,<em>refer</em>,
de,en,niederschlagen,be reflected,"translate, down, knock down",<em>niederschlagen</em>,<em>be reflected</em>,
de,en,Netzentgelte,network charges,"grid fees, grid charges, network fees",<em>Netzentgelte</em>,<em>network charges</em>,
de,en,begründet,justified,"founded, based, established",<em>begründet</em>,<em>justified</em>,
de,en,betragen,amount,"exceed, behave, amount to",<em>betragen</em>,<em>amount</em>,
de,en,betrügen,cheat,"deceive, betray, defraud",<em>betrügen</em>,<em>cheat</em>,
de,en,Mobilitätswende,mobility transition,"mobility turnaround, mobility revolution, turnaround in mobility",<em>Mobilitätswende</em>,<em>mobility transition</em>,
de,en,Handeln,action,"trading, activity, conduct",<em>Handeln</em>,<em>action</em>,
de,en,Grenzbereich,limit,"border area, threshold, borderline",<em>Grenzbereich</em>,<em>limit</em>,
de,en,gleichzuhalten,to keep equal,,<em>gleichzuhalten</em>,<em>to keep equal</em>,
de,en,dringend,urgently,"strongly, highly, desperately",<em>dringend</em>,<em>urgently</em>,
de,en,rausgehen,go out,"go outside, leave, come out",<em>rausgehen</em>,<em>go out</em>,
de,en,umsteigen,change," switch,  transfer",<em>umsteigen</em>,<em>change</em>,
de,en,Benehmen,behavior,"behaviour, manner, conduct",<em>Benehmen</em>,<em>behavior</em>,
de,en,versorgen,provide,"supply, feed, support",<em>versorgen</em>,<em>provide</em>,
de,en,aufklappen,open,"unfold, expand, open up",<em>aufklappen</em>,<em>open</em>,
de,en,KULINARISCHER,culinary,"gastronomic, gourmet, culinaric",<em>KULINARISCHER</em>,<em>culinary</em>,
de,en,bescheinigen,certify,"attest, confirm, testify",<em>bescheinigen</em>,<em>certify</em>,
de,en,Unwucht,imbalance,"unbalance, unbalanced, out-of-balance",<em>Unwucht</em>,<em>imbalance</em>,
de,en,anspannen,tense,"tighten, tense up, strain",<em>anspannen</em>,<em>tense</em>,
de,en,Rindfleisch,beef,"meat, veal, bovine",<em>Rindfleisch</em>,<em>beef</em>,
de,en,ausgehen,assume,"go out, expect, run out",<em>ausgehen</em>,<em>assume</em>,
de,en,weiterleiten,forward,"pass, transfer, redirect",<em>weiterleiten</em>,<em>forward</em>,
de,en,weitergeleitet,redirected,"forwarded, passed, transferred",<em>weitergeleitet</em>,<em>redirected</em>,
de,en,letzterer,latter,"this last, later, ...",<em>letzterer</em>,<em>latter</em>,
de,en,einscannen,scan,"scan in, rescanning, scan-in",<em>einscannen</em>,<em>scan</em>,
de,en,davon,thereof," of which,  about it",<em>davon</em>,<em>thereof</em>,
de,en,übermitteln,transmit,"submit, send, provide",<em>übermitteln</em>,<em>transmit</em>,
de,en,Rückseite,back,"rear, backside, back side",<em>Rückseite</em>,<em>back</em>,
de,en,eingeben,enter,"type, input, specify",<em>eingeben</em>,<em>enter</em>,
de,en,Ausländer,foreigner,"alien, foreign national, non-resident",<em>Ausländer</em>,<em>foreigner</em>,
de,en,Einbürgerung,naturalisation,"naturalization, citizenship, vernacularization",<em>Einbürgerung</em>,<em>naturalisation</em>,
de,en,Innenministerium,Interior Ministry,"ministry of the interior, home ministry",<em>Innenministerium</em> und Miliz zogen Anfang 1957 eine erschreckende Bilanz.,"In early 1957, the <em>Interior Ministry</em> and the police drew up a frightening report.",
de,en,Innenministeriums,Interior Ministry,"ministry of the interior, Home Office",Es dient dem Schriftsatz des <em>Innenministeriums</em> als wichtigster juristischer Bezugsrahmen.,It serves as the most important legal frame of reference for the document by the <em>Interior Ministry</em>.,
de,en,mündlich,orally,"verbally, by word of mouth, vocally",<em>mündlich</em>,<em>orally</em>,
de,en,deckeln,Lids,"covers, cap",Das Produktportfolio beinhaltet alle gängigen Größen von zylindrischen und prismatischen Batteriebechern und -<em>deckeln</em>.,Our product portfolio includes major sizes of Cylindrical and Prismatic Containers and <em>Lids</em>.,
de,en,Ausländern,foreigners,"aliens, foreign nationals, foreigner",<em>Ausländern</em>,<em>foreigners</em>,
de,en,Erleichtert,facilitated,"facilitating, relief, simplified",<em>Erleichtert</em>,<em>facilitated</em>,
de,en,streichen,paint,"swipe, delete, remove",<em>streichen</em>,<em>paint</em>,
de,en,ausreichen,be enough,"be sufficient, suffice, cut it",<em>ausreichen</em>,<em>be enough</em>,
de,en,Verständigung,understanding,"communication, agreement, notification",<em>Verständigung</em>,<em>understanding</em>,
de,en,dichtere,Denser,"more dense, thicker",Eine <em>dichtere</em> Lagerbelegung und größere Arbeitssicherheit sind weitere Vorteile.,<em>Denser</em> storage space occupancy and optimum working safety are further advantages.,
de,en,furchtbar,terrible," awful,  horrible",<em>furchtbar</em>,<em>terrible</em>,
de,en,Wortschatz,vocabulary,"lexicon, dictionary",<em>Wortschatz</em>,<em>vocabulary</em>,
de,en,Wiedersehen,Goodbye,"reunion, good-bye",<em>Wiedersehen</em>! Keine Sorge wegen Mom.,"<em>Goodbye</em>, and don't worry about Mother.",
de,en,Wandern,Hiking,"walking, backpacking",<em>Wandern</em> Kamp-Bornhofen ist der ideale Ausgangspunkt für verschiedene Wanderungen.,<em>Hiking</em> Kamp-Bornhofen is the ideal start for several different <em>hiking</em> routes.,
de,en,Vorbereiten,Prep,"preparations, organize",<em>Vorbereiten</em> für sofortige Bluttransfusion und vollen Schädel-Scan.,<em>Prep</em> for immediate blood transfusion and full cranial scan.,
de,en,Treppe,Stair,"staircase, step",Treppenelement für eine freitragende <em>Treppe</em> mit einem Mittelholm.,<em>Stair</em> element for an overhanging <em>stair</em> with a central stringer.,
